1,2,1
2,1,1
3,4,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,3,1
4,5,1
4,5,1
4,5,1
4,5,1
4,5,1
4,5,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
10,3,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
4,27,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,3,1
10,3,1
10,3,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
10,6,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
4,27,1
17,13,1
4,9,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
1,9,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
19,3,1
19,3,1
19,3,1
19,3,1
19,3,1
19,3,1
19,3,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
19,23,1
4,27,1
19,23,1
19,23,1
19,23,1
19,23,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
19,23,1
4,30,1
4,30,1
4,30,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,30,1
4,30,1
4,30,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,30,1
4,3,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
4,30,1
10,30,1
9,30,1
1,30,1
8,30,1
2,30,1
3,30,1
4,3,1
4,5,1
4,3,1
4,3,1
4,7,1
4,3,1
4,3,1
4,5,1
4,5,1
4,5,1
4,15,1
4,7,1
4,5,1
4,13,1
4,15,1
4,19,1
4,20,1
4,23,1
4,30,1
9,26,1
1,20,1
2,8,1
7,4,1
6,14,1
8,29,1
5,12,1
4,21,1
10,27,1
3,16,1
3,19,1
1,1,1
5,23,1
8,6,1
10,15,1
6,28,1
2,25,1
9,2,1
4,30,1
7,9,1
8,17,1
1,13,1
10,5,1
9,11,1
2,7,1
3,3,1
5,1,1
6,17,1
4,18,1
7,9,1
25,30,1
3,3,1
9,25,1
24,14,1
14,26,1
16,11,1
6,27,1
2,20,1
29,12,1
4,22,1
23,28,1
7,19,1
5,15,1
1,5,1
27,29,1
20,4,1
21,23,1
17,8,1
26,10,1
8,16,1
22,24,1
12,2,1
13,1,1
30,17,1
19,18,1
28,9,1
15,30,1
10,3,1
18,25,1
11,14,1
1,26,1
21,11,1
7,27,1
17,20,1
5,12,1
20,22,1
29,28,1
19,19,1
11,15,1
24,5,1
13,29,1
12,4,1
27,23,1
2,8,1
22,10,1
26,16,1
25,24,1
9,2,1
28,6,1
4,13,1
16,21,1
3,7,1
30,1,1
15,17,1
14,18,1
10,9,1
6,30,1
23,3,1
8,25,1
18,14,1
30,26,1
7,11,1
13,27,1
14,20,1
12,12,1
10,22,1
16,28,1
22,19,1
11,15,1
5,5,1
26,29,1
23,4,1
6,23,1
9,8,1
27,10,1
24,16,1
19,24,1
28,2,1
17,6,1
20,13,1
1,21,1
21,7,1
25,1,1
2,17,1
3,18,1
15,9,1
29,30,1
4,3,1
8,25,1
18,14,1
30,26,1
12,11,1
25,27,1
7,20,1
1,12,1
27,22,1
13,28,1
15,19,1
5,15,1
22,5,1
21,29,1
18,4,1
8,23,1
16,8,1
19,10,1
6,16,1
20,24,1
11,2,1
9,6,1
28,13,1
26,1,1
17,17,1
2,18,1
24,9,1
10,30,1
14,3,1
3,25,1
29,14,1
4,26,1
23,11,1
1,2,1
2,1,1
3,4,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,27,1
4,3,1
4,5,1
4,5,1
4,5,1
4,5,1
4,5,1
4,5,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
4,3,1
10,3,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
4,27,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,6,1
10,3,1
10,3,1
10,3,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
10,6,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
17,13,1
4,27,1
17,13,1
4,9,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
10,3,1
1,9,1
1,9,1
1,9,1
1,9,1
